models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1,score
1.0.5.0.0.1,0.17999928767936466,0.3010871921095218,11,0.0,0.5,0.3125,0.5333333333333333,0.3888888888888889,0.45454545454545453,4
1.0.5.0.1.1,0.3305779050828907,0.5769780557775815,12,0.36363636363636365,0.0,0.375,0.5333333333333333,0.3333333333333333,0.5454545454545454,3
1.0.5.0.2.1,3.943768253433788e-06,0.0019727488918673476,16,0.36363636363636365,0.4166666666666667,0.0,0.6,0.3888888888888889,0.6363636363636364,4
1.0.5.0.3.1,0.1326527126005532,0.2579420744714232,15,0.2727272727272727,0.3333333333333333,0.4375,0.0,0.5,0.7272727272727273,2
1.0.5.0.4.1,4.1540467962185385e-07,0.0006386464990140224,18,0.18181818181818182,0.25,0.5,0.26666666666666666,0.0,0.6363636363636364,2
1.0.5.0.5.1,4.751180981976688e-08,0.00020443016816104923,11,0.09090909090909091,0.08333333333333333,0.25,0.13333333333333333,0.3333333333333333,0.0,0
