models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7894737119917565,0.5476886151131081,5,0.02236098255660704,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.36842125293528144,0.00012461904134477216,13,0.05193163832300747,1.0,0.0,0.5,0.375,0.0,0.0,2
C,0.6691730007952332,0.00017297847758215282,8,0.033883882447430555,1.0,0.3076923076923077,0.0,0.375,0.0,0.0,1
D,0.6691730080669153,0.35360718097485366,8,0.03227567604488227,1.0,0.38461538461538464,0.5,0.0,0.05,0.0,3
E,6.9641257727737e-06,0.0008763731318710941,20,0.12604597741317258,1.0,1.0,0.875,0.875,0.0,0.35,5
F,6.947623142604632e-06,0.0009107643405192456,20,0.12680814022996528,1.0,1.0,0.875,0.875,0.3,0.0,4
