models,delta,spacing,nds,hypervolume,c_1.2.8.0.1.0,c_1.2.8.0.1.1,c_1.2.8.0.1.2,c_1.2.8.0.1.3,score
1.2.8.0.1.0,2.8587209417435107e-05,0.005294076321167171,14,1.9907991411705195,0.0,0.42857142857142855,0.5384615384615384,0.0,1
1.2.8.0.1.1,2.8588276390269976e-05,0.005315570421124697,14,1.9848845104006667,0.5714285714285714,0.0,0.6923076923076923,0.5714285714285714,3
1.2.8.0.1.2,2.960805421503565e-05,0.005398227206918598,13,1.9619682490881418,0.42857142857142855,0.2857142857142857,0.0,0.42857142857142855,0
1.2.8.0.1.3,2.8587209417435107e-05,0.005294076321167171,14,1.9907991411705195,0.0,0.42857142857142855,0.5384615384615384,0.0,1
