models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.12820617386553376,0.0006993935335328959,35,0.2598477616142406,0.0,0.28,0.4,0.22857142857142856,2
"1.6.9.0.4.1_(0.8, 0.2)",0.3846154250577639,3.1571483082263075e-05,25,0.09762908319420849,0.17142857142857143,0.0,0.22857142857142856,0.2857142857142857,1
"1.6.9.0.4.2_(0.8, 0.1)",0.12820691110222543,0.0006947400394951723,35,0.25887000614370576,0.14285714285714285,0.24,0.0,0.22857142857142856,1
"1.6.9.0.4.3_(0.7, 0.2)",0.12820621259340184,0.0006992809045853447,35,0.25979938832244936,0.34285714285714286,0.12,0.37142857142857144,0.0,2
