models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9496221978313569,0.014578556912151227,5.8,0.07295987461677628,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9410486715585572,0.010644011557601907,12.2,0.11713335380443982,0.975,0.0,0.3036996336996337,0.21102905814515718,0.0,1.5
C,0.951353639589484,0.00647737590898829,9.9,0.0859871278354736,1.0,0.4091066123419065,0.0,0.2557335464672926,0.0,2.3
D,0.8996130354931886,0.014775051830042279,18.3,0.21037387594604667,1.0,0.42670592479416014,0.1924175824175824,0.0,0.0,2.2
E,0.9407300973422773,0.06372106879627942,69.3,0.8155727592565499,1.0,1.0,1.0,1.0,0.0,4.0
