models,delta,spacing,onvg,hypervolume,c_1.6.4.0.4.0_0.05,c_1.6.4.0.4.1_0.1,c_1.6.4.0.4.2_0.15,c_1.6.4.0.4.3_0.2,c_1.6.4.0.4.4_0.3,c_1.6.4.0.4.5_0.4,c_1.6.4.0.4.6_0.5,score
1.6.4.0.4.0_0.05,0.9102564465840143,0.4483034488157325,5,0.09787156872148361,0.0,1.0,1.0,0.0,0.8333333333333334,0.5,1.0,5
1.6.4.0.4.1_0.1,0.8974359277886368,0.0006637553910586716,5,0.07583096834102607,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334,0.25,0.2,1
1.6.4.0.4.2_0.15,0.9487179627033072,5.667823838879512e-05,3,0.015668728026259654,0.0,0.4,0.0,0.0,0.6666666666666666,0.25,0.2,2
1.6.4.0.4.3_0.2,0.9230769505674252,0.00040991412371299514,4,0.046328216230825385,0.6,0.8,0.6666666666666666,0.0,0.8333333333333334,0.25,0.6,5
1.6.4.0.4.4_0.3,0.8717949235164586,0.0008201461105726755,6,0.09173357984272622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.4.0.4.5_0.4,0.905982934532452,0.5777742284716456,4,0.057612655174524054,0.2,0.6,0.3333333333333333,0.5,0.8333333333333334,0.0,0.6,5
1.6.4.0.4.6_0.5,0.8974359257611435,0.0005274036844266889,5,0.05991883078750181,0.0,0.8,0.3333333333333333,0.0,0.8333333333333334,0.25,0.0,3
