models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.040750105995607064,0.7511767176849409,0.05495922132603404,10,0.7127978658048841,18.379279613494873,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.04644028642135057,0.7352808132485612,0.03419176565349662,10,0.7211809559754921,23.590299129486084,0.9,0.0,0.18181818181818182,0.09090909090909091,0.0,1
Prim,0.04547630496930807,0.709903016951233,0.01955586131284445,11,0.6868518804237639,17.575138330459595,0.9,0.3,0.0,0.09090909090909091,0.0,2
Kruskal,0.04548168715415056,0.7249818614298802,0.029843620631527994,11,0.7287490047062618,20.171485900878906,1.0,0.7,0.5454545454545454,0.0,0.05,3
GPrim,0.00015325961868220553,0.6437279461567916,0.11755724651405967,20,0.794110052008768,25.23655891418457,1.0,0.7,0.6363636363636364,0.36363636363636365,0.0,4
