models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.5545268375369459,0.6766917479162687,0.4630325588039322,8,0.01986304743526453,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.4898979587919383,0.42105268980535565,8.735909282420388e-05,12,0.02546908567515286,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,1
C,0.29580400494516834,0.31578954614621557,7.15644783268371e-05,14,0.029612000991130462,1.0,0.8333333333333334,0.0,0.0,0.05,0.0,2
D,0.3872983464522498,0.3684211197671402,7.511270932729149e-05,13,0.027865639742763487,1.0,1.0,0.5714285714285714,0.0,0.2,0.1,3
E,6.636617862909862e-05,6.5573055655237565e-06,0.00045751026720404123,20,0.06285486426134121,1.0,1.0,0.5,0.23076923076923078,0.0,0.0,4
F,6.621916172845543e-05,6.558021076806661e-06,0.00045823466101065075,20,0.06287437212951162,1.0,1.0,0.5714285714285714,0.3076923076923077,0.3,0.0,5
