models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9668341719936903,2.041213716716703,6,0.35086967461308394,0.0,0.0,0.0,0.0,0.0,0.0,0
B,1.0158484705282702,1.8693139633413267,14,1.0226616023657191,1.0,0.0,0.0,0.0,0.0,0.0,1
C,0.9585427153132619,0.5269622991089485,9,0.44989736212411047,1.0,0.5,0.0,0.3,0.0,0.0,3
D,0.9053160624760684,0.8751035319567638,20,1.1383695464444488,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,2
E,0.5255223841822737,0.592729899455973,77,2.928825095124304,1.0,1.0,1.0,0.55,0.0,0.21428571428571427,4
F,0.5789256470850802,0.5618649697378799,98,3.180924603264171,1.0,1.0,1.0,0.85,0.42857142857142855,0.0,5
