models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.977245766002945,0.008515861242661932,7,0.036627020898413645,0.0,0.0,0.0,0.0,0.0,0
B,0.9720195248746094,0.013713668660019036,16,0.18464133113027226,0.8571428571428571,0.0,0.0,0.0,0.0,1
C,0.9797181903228422,0.002541883093460529,9,0.04576567458360553,1.0,0.375,0.0,0.1875,0.0,3
D,0.9490064433577027,0.008676861471711822,16,0.13406657361062574,1.0,1.0,0.0,0.0,0.0,2
E,0.7579500781710674,0.002157902844780298,98,0.3985998236305205,1.0,1.0,1.0,1.0,0.0,4
