models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.02621598688382462,0.7729099157219126,0.031583890290517586,10,0.721209287418533,28.629487991333008,0.0,0.1111111111111111,0.0,0.2,0.3,0.0,0
NetKeys,0.039685229273967386,0.7674670927098936,0.01550962119305457,9,0.7666504437818951,34.38659644126892,0.7,0.0,0.0,0.5,0.4,0.0,2
Prim,0.032272695084003905,0.7363393676920619,0.00625214452116388,10,0.6789087839383814,19.30863094329834,0.9,0.7777777777777778,0.0,0.7,0.5,0.0,4
Kruskal,0.032442702680051685,0.7392737778389179,0.009003494285909328,10,0.7243398710357393,28.77583932876587,0.7,0.3333333333333333,0.1,0.0,0.3,0.0,1
HMOEA,0.02670906936610131,0.7623862649222248,0.023020119042951495,10,0.8501702924789198,40.06999659538269,0.3,0.4444444444444444,0.1,0.3,0.0,0.0,1
GPrim,0.0001550848298627629,0.537985977071907,0.049889132166795434,20,0.8842757684769939,25.489455223083496,1.0,1.0,0.5,0.9,0.9,0.0,5
