models,delta,spacing,nds,c_1.0.5.0.4.0,c_1.0.5.0.4.1,c_1.0.5.0.4.2,c_1.0.5.0.4.3,c_1.0.5.0.4.4,c_1.0.5.0.4.5,c_1.0.5.0.4.6,c_1.0.5.0.4.7,score
1.0.5.0.4.0,0.5688888843717665,0.44718392218851344,16,0.0,0.3333333333333333,0.23529411764705882,0.10714285714285714,0.11538461538461539,0.125,0.10344827586206896,0.13333333333333333,0
1.0.5.0.4.1,0.4536861924956743,0.3806927370864203,24,0.375,0.0,0.23529411764705882,0.21428571428571427,0.23076923076923078,0.125,0.13793103448275862,0.16666666666666666,1
1.0.5.0.4.2,0.5625000004043383,0.6063838030543116,17,0.5,0.4583333333333333,0.0,0.25,0.4230769230769231,0.21875,0.2413793103448276,0.23333333333333334,3
1.0.5.0.4.3,0.3017832618433421,0.18898112319094051,28,0.4375,0.5833333333333334,0.29411764705882354,0.0,0.34615384615384615,0.34375,0.3103448275862069,0.2,3
1.0.5.0.4.4,0.26879999786518227,8.00765342591668e-05,26,0.5625,0.5,0.11764705882352941,0.39285714285714285,0.0,0.21875,0.3103448275862069,0.36666666666666664,3
1.0.5.0.4.5,0.22476583095629557,0.0004998050601153335,32,0.6875,0.7083333333333334,0.35294117647058826,0.42857142857142855,0.46153846153846156,0.0,0.4482758620689655,0.36666666666666664,6
1.0.5.0.4.6,0.29336689006589134,0.2577665893473036,29,0.5625,0.5833333333333334,0.29411764705882354,0.35714285714285715,0.34615384615384615,0.3125,0.0,0.36666666666666664,5
1.0.5.0.4.7,0.32818022883982007,0.3049683628233507,30,0.5625,0.625,0.23529411764705882,0.42857142857142855,0.4230769230769231,0.40625,0.5172413793103449,0.0,7
