models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.38461554003368537,0.0003235361056120142,25,0.15245214580554234,0.0,0.2,0.4,0.2857142857142857,1
"1.6.9.0.4.1_(0.8, 0.2)",0.5128205512255212,0.00014292913044178362,20,0.08778415174878149,0.4,0.0,0.28,0.14285714285714285,1
"1.6.9.0.4.2_(0.8, 0.1)",0.38461550160237107,0.0001487029587336827,25,0.12452119190549324,0.32,0.35,0.0,0.17857142857142858,1
"1.6.9.0.4.3_(0.7, 0.2)",0.30769457724843197,0.0007832142920801809,28,0.23351319675456514,0.44,0.4,0.44,0.0,3
