models,delta,spacing,nds,c_1.0.1.0.4.0,c_1.0.1.0.4.1,c_1.0.1.0.4.2,c_1.0.1.0.4.3,c_1.0.1.0.4.4,c_1.0.1.0.4.5,c_1.0.1.0.4.6,c_1.0.1.0.4.7,score
1.0.1.0.4.0,8.870802423732727e-07,0.000837069303504495,3,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,7
1.0.1.0.4.1,4.0876832119174367e-07,0.0003805982278425294,3,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,5
1.0.1.0.4.2,7.503171679523746e-07,0.0006397994988210265,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4
1.0.1.0.4.3,0.0,0.0,2,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,6
1.0.1.0.4.4,8.326578156969688e-07,0.0005271952269499291,3,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,3
1.0.1.0.4.5,1.6386180090588454e-07,0.00027027491726199887,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,1
1.0.1.0.4.6,0.0,0.0,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,2
1.0.1.0.4.7,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
