models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9394905671750082,0.006018646145623677,6,0.06310963463743499,0.0,0.0,0.0,0.0,0.0,0
B,0.93028268805161,0.011671401221568335,11,0.11733393252028848,1.0,0.0,0.16666666666666666,0.058823529411764705,0.0,1
C,0.9395363365249021,0.005899723317763064,12,0.13604710670830955,1.0,0.2727272727272727,0.0,0.058823529411764705,0.0,2
D,0.8856582054021247,0.011691659657499805,17,0.20290741355058778,1.0,0.9090909090909091,0.6666666666666666,0.0,0.0,3
E,0.8881108449994881,0.06092368281420764,76,0.8694101015205309,1.0,1.0,1.0,1.0,0.0,4
