models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.0485869807079604,0.8049232490132818,0.03809246383657825,6,0.19295938024936973,0.0,0.0,0.0,0.0,0.0,0
B,0.04322982163014558,0.7450675295727869,0.015613865502318722,10,0.2477956224312959,1.0,0.0,0.4,0.3333333333333333,0.0,3
C,0.033726718679785744,0.7452528775980416,0.049158069539796616,10,0.31342996420218966,1.0,0.3,0.0,0.2222222222222222,0.05,1
D,0.04775746172182699,0.7641312290555164,0.04422108737768912,9,0.2833871375772667,1.0,0.3,0.5,0.0,0.05,2
E,0.016988922533368325,0.6428804849160362,0.11772356759884871,20,0.8070387546785716,1.0,0.8,0.9,0.6666666666666666,0.0,4
