models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.053107707571254784,0.8338100929756457,0.02501699530773464,6,0.1535913747345492,0.0,0.0,0.0,0.0,0.0,0
B,0.03410058091304198,0.7159780098340859,0.04641939785011597,11,0.3277208597029827,1.0,0.0,0.2,0.25,0.0,1
C,0.038005517314415475,0.7339986662442467,0.015254149002408707,10,0.27474008955053886,1.0,0.36363636363636365,0.0,0.25,0.05,3
D,0.035877505923562786,0.6826519095358902,0.014337135943051131,12,0.29782685030079226,1.0,0.36363636363636365,0.2,0.0,0.0,2
E,0.01703596333556874,0.6430909170560618,0.11737853815570917,20,0.8061916096615396,1.0,0.8181818181818182,0.6,0.75,0.0,4
