models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.8018320676203693,0.002231126551011391,8.8,0.291447537090611,0.0,0.6890873015873016,0.4097222222222222,0.30777777777777776,1.7
"1.6.9.0.4.1_(0.8, 0.2)",0.8630771308171324,0.000846613530860699,6.4,0.13383040481359726,0.16666666666666669,0.0,0.15138888888888888,0.11888888888888889,0.1
"1.6.9.0.4.2_(0.8, 0.1)",0.8000008521079218,0.0022311926681020645,8.8,0.28075032586341947,0.44305555555555554,0.7197619047619047,0.0,0.3733333333333334,2.0
"1.6.9.0.4.3_(0.7, 0.2)",0.7923085382749548,0.0024236175107427054,9.1,0.3078696040872605,0.5680555555555555,0.7742460317460317,0.5305555555555557,0.0,2.2
