models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04837350841072461,0.7950957454037606,0.030779704261064977,8,0.6965072036069123,15.773932695388794,0.0,0.2,0.1,0.25,0.0,0
NetKeys,0.035841162284958504,0.7562434622292177,0.04673907220276737,10,0.7311976616555338,23.21562910079956,0.625,0.0,0.3,0.5,0.0,2
Prim,0.047406611937970945,0.7324787145301846,0.0008765232706591444,10,0.61436747302654,16.096210479736328,0.375,0.3,0.0,0.375,0.0,2
Kruskal,0.05001157382629499,0.7928376243863923,0.018800707234007726,8,0.7008279880599404,18.453072547912598,0.625,0.3,0.2,0.0,0.0,1
GPrim,0.0002562213380999374,0.6013278342392477,0.0932938821120531,20,0.8258542126815688,22.329978466033936,1.0,0.9,0.7,1.0,0.0,4
