models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9447701268035361,0.006755832817726107,13,0.5788448764964577,600.7229859828949,0.0,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9824159443830489,0.003329917476026325,8,0.7126727332466406,1355.251323223114,1.0,0.0,0.8,1.0,0.0,0.0,3
Prim,0.987888569127379,0.005751685048364336,5,0.6110466315438056,285.4122402667999,1.0,0.0,0.0,0.4,0.0,0.0,2
Kruskal,0.9398954491561872,0.008706421902976979,5,0.6903252608477634,438.6668601036072,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,1
HMOEA,0.867625102827042,0.006277005225373093,6,0.9144704164895274,4382.458532810211,0.5384615384615384,0.125,0.0,0.6,0.0,0.0,3
GPrim,0.9442941647119609,0.0014289690022154117,24,0.8081286961066921,467.680716753006,1.0,1.0,1.0,1.0,0.5,0.0,5
