models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6041523112826896,0.5789473874934332,0.00010289881454209205,9,0.01880328823903644,0.0,0.0,0.0,0.0,0.0,0
B,0.7382411613850289,0.5789474053676862,6.11306014338857e-05,9,0.017480912023228726,1.0,0.0,0.2,0.2222222222222222,0.05,1
C,0.5244044379785693,0.5263158183540596,5.150972568038339e-06,10,0.018462158433455216,1.0,0.4444444444444444,0.0,0.3333333333333333,0.0,2
D,0.6224949877401093,0.6184210708020401,0.00013925241499128718,9,0.022274683309849753,1.0,0.7777777777777778,0.4,0.0,0.05,3
E,8.063857714446256e-05,6.194959446810316e-06,0.00045871398739501164,20,0.06291093404576245,1.0,0.8888888888888888,0.5,0.7777777777777778,0.0,4
