models,delta,spacing,onvg,hypervolume,c_1.6.2.0.0.1,c_1.6.2.0.1.1,c_1.6.2.0.2.1,c_1.6.2.0.3.1,c_1.6.2.0.4.1,c_1.6.2.0.5.1,score
1.6.2.0.0.1,0.9743588832084213,0.0,2,0.05268065996246497,0.0,0.25,0.0,0.0,0.5,0.0,1
1.6.2.0.1.1,0.9401708413187578,0.0013345875254949246,4,0.07905747929236019,0.5,0.0,1.0,0.0,0.5,0.5,3
1.6.2.0.2.1,1.0,inf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1
1.6.2.0.3.1,0.9743588975346867,0.0,2,0.04957356672334694,1.0,1.0,1.0,0.0,1.0,0.75,5
1.6.2.0.4.1,0.9743588864286159,0.0,2,0.050440903368449266,0.0,0.0,1.0,0.0,0.0,0.5,1
1.6.2.0.5.1,0.8461537857556768,2.3083008840505292,4,0.11208865386350135,1.0,0.5,0.0,0.5,0.5,0.0,1
