models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5128218618292254,0.0018239698411385947,20,0.40428302067650906,0.0,0.5714285714285714,0.21052631578947367,0.2857142857142857,1
"1.6.9.0.4.1_(0.8, 0.2)",0.6666667985617968,0.00015813985340563496,14,0.11952671532634203,0.25,0.0,0.15789473684210525,0.19047619047619047,0
"1.6.9.0.4.2_(0.8, 0.1)",0.5384634422812803,0.0018530619592797889,19,0.3958446344910209,0.65,0.7857142857142857,0.0,0.5238095238095238,3
"1.6.9.0.4.3_(0.7, 0.2)",0.4871814490335356,0.0017724869917719382,21,0.4124694902056046,0.55,0.6428571428571429,0.2631578947368421,0.0,2
