models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8602325374103111,0.8157894607492878,0.44718952495214936,5,0.015335236549870698,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.7158910569281886,0.47368427044408046,0.00025275819499217845,11,0.03146263683235613,1.0,0.0,0.5,0.07692307692307693,0.0,0.0,2
C,0.5500000128540313,0.5263158214792029,6.15545443041715e-05,10,0.01960533324079655,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,1
D,0.3316624996870506,0.36842110846894194,5.105016762792407e-05,13,0.025117502063177838,1.0,0.7272727272727273,0.9,0.0,0.0,0.0,3
E,6.621904166419855e-05,6.557164672193814e-06,0.0004572476354959405,20,0.06287442270446558,1.0,1.0,1.0,0.46153846153846156,0.0,0.25,5
F,6.627250455150834e-05,6.4277905218107184e-06,0.0004588631764325856,20,0.06290199286496337,1.0,1.0,1.0,0.38461538461538464,0.2,0.0,4
