models,igd,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.032045330185466556,0.7729582051293575,0.020505762362270284,10,0.8417013357830129,39.17082476615906,0.0,0.125,0.2222222222222222,0.0,0.1,0.05,0
Prufer,0.03336895115754866,0.8186415018725614,0.02849815696068045,8,0.7239047419756108,25.841195583343506,0.5,0.0,0.2222222222222222,0.1,0.1,0.0,1
NetKeys,0.03494492603077935,0.7820493380026555,0.00962635041462206,9,0.7676420078309732,34.97853994369507,0.6,0.375,0.0,0.0,0.0,0.0,2
Prim,0.03246165170472021,0.7392711407398597,0.008709258939926802,10,0.7246124596402856,19.81397247314453,0.7,0.875,0.8888888888888888,0.0,0.8,0.1,4
Kruskal,0.03237874528836312,0.7391741639221974,0.009152788609331858,10,0.7243780624311055,29.830295085906982,0.6,0.875,0.7777777777777778,0.0,0.0,0.0,3
GPrim,0.00015505827735041896,0.5369767267632052,0.049345017969219515,20,0.8844478819417728,27.047817945480347,0.9,1.0,1.0,0.2,0.8,0.0,5
