models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5128217724169497,0.001820030284233699,20,0.4058235830135206,0.0,0.5833333333333334,0.2857142857142857,0.3157894736842105,1
"1.6.9.0.4.1_(0.8, 0.2)",0.7179488101105042,4.6951384350551126e-05,12,0.09271396725111429,0.2,0.0,0.047619047619047616,0.15789473684210525,0
"1.6.9.0.4.2_(0.8, 0.1)",0.4871812322109756,0.0017761022123950277,21,0.41277726033115797,0.55,0.9166666666666666,0.0,0.5263157894736842,3
"1.6.9.0.4.3_(0.7, 0.2)",0.5612534321551662,0.22924569835131742,19,0.4037886280177201,0.6,0.5833333333333334,0.23809523809523808,0.0,2
