models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9762669220197872,0.003642994666470388,8,0.035446222957405155,0.0,0.0,0.0,0.0,0.0,0
B,0.9886516058734104,0.005091485808089361,13,0.13072044704182498,0.75,0.0,0.0,0.0,0.0,1
C,0.9593924566092441,0.004440596879934639,9,0.05240731339624313,1.0,0.5384615384615384,0.0,0.25,0.0,3
D,0.9889243183921794,0.010506176085846699,8,0.07410765488676652,1.0,1.0,0.2222222222222222,0.0,0.0,2
E,0.7607423966576815,0.0024213474137762827,99,0.40101867788496737,1.0,1.0,1.0,1.0,0.0,4
