models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8210320940328311,0.7908771974051474,0.47031679696980644,5.3,0.013426649032894183,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5872044395268988,0.5398705472534736,0.06502332188015034,10.1,0.02269820558955881,1.0,0.0,0.30724747474747477,0.2558508158508158,0.04552631578947368,1.4
C,0.6315993893912817,0.5607895049032835,9.338795675369163e-05,9.5,0.020393675384013342,1.0,0.5141239316239317,0.0,0.2723776223776224,0.030789473684210526,2.1
D,0.5769194139012453,0.5015789925905759,0.033490694685089355,10.7,0.025590758870729896,1.0,0.6512820512820512,0.485,0.0,0.0613157894736842,2.5
E,0.01006469677070345,0.010531436648172524,0.00040329320550237124,19.8,0.0592977500737093,1.0,0.8806410256410256,0.7905050505050505,0.7218026418026418,0.0,4.0
