models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9413735366347667,2.8722733828696727,4,0.4004843975823238,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0
B,0.9359296453044855,1.6759458830407918,17,1.3101649253733951,0.5,0.0,0.0,0.0,0.0,0.0,1
C,0.974874372334922,0.3332864892616137,9,0.5849195963784695,1.0,0.47058823529411764,0.0,0.19047619047619047,0.0,0.0,3
D,0.9527638224138885,0.6436813493361502,21,1.2999657445098538,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,2
E,0.5784184364567421,0.4606867512701639,77,2.731491470420493,1.0,1.0,1.0,0.5238095238095238,0.0,0.16326530612244897,4
F,0.5304357956140942,0.5218749487503241,98,3.353587312173688,1.0,1.0,1.0,1.0,0.4025974025974026,0.0,5
