models,delta,spacing,nds,c_1.0.1.0.4.0,c_1.0.1.0.4.1,c_1.0.1.0.4.2,c_1.0.1.0.4.3,c_1.0.1.0.4.4,c_1.0.1.0.4.5,c_1.0.1.0.4.6,c_1.0.1.0.4.7
1.0.1.0.4.0,0.31999995179237545,0.30143501759339864,11,0.0,0.4444444444444444,1.0,0.875,1.0,1.0,1.0,1.0
1.0.1.0.4.1,0.21874991999069368,0.0005930603594989405,9,0.5454545454545454,0.0,0.7,1.0,0.8571428571428571,1.0,0.8888888888888888,1.0
1.0.1.0.4.2,0.5925925620240511,0.6749129667213887,10,0.0,0.3333333333333333,0.0,0.5,0.7142857142857143,1.0,0.8888888888888888,1.0
1.0.1.0.4.3,0.4897959015433549,0.7070744833308662,8,0.09090909090909091,0.0,0.2,0.0,0.5714285714285714,0.875,0.7777777777777778,1.0
1.0.1.0.4.4,1.4444437300646296,0.9506362261153003,7,0.0,0.1111111111111111,0.2,0.375,0.0,0.75,0.5555555555555556,0.5714285714285714
1.0.1.0.4.5,0.8163265427674293,0.35374000722172416,8,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2222222222222222,0.14285714285714285
1.0.1.0.4.6,0.2187500229879989,0.3335176745132182,9,0.0,0.1111111111111111,0.0,0.0,0.42857142857142855,0.5,0.0,0.7142857142857143
1.0.1.0.4.7,0.4999999714791663,0.48799223422093363,7,0.0,0.0,0.0,0.0,0.0,0.25,0.1111111111111111,0.0
