models,delta,spacing,nds,hypervolume,c_1.2.2.0.1.0,c_1.2.2.0.1.1,c_1.2.2.0.1.2,c_1.2.2.0.1.3,score
1.2.2.0.1.0,0.7199994984793463,0.5159426774353517,6,0.36466320260047436,0.0,0.25,0.2,0.0,0
1.2.2.0.1.1,3.197031912612521e-06,0.0017961134020535723,4,0.24475884839881684,0.5,0.0,0.2,0.5,2
1.2.2.0.1.2,2.2499993664314104,2.68275116405221,5,0.41167389581443553,0.8333333333333334,0.25,0.0,0.8333333333333334,3
1.2.2.0.1.3,0.7199994984793463,0.5159426774353517,6,0.36466320260047436,0.0,0.25,0.2,0.0,0
