models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8632478682908612,0.37792574137489604,7,0.03561520666444124,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.7264957495357475,0.2773238170677838,13,0.07520456610611004,1.0,0.0,0.25,0.2,0.0,0.0,1
C,0.7389277565823863,7.898057440469517e-05,12,0.0547996529459723,1.0,0.5384615384615384,0.0,0.2,0.0,0.0,2
D,0.7977208176022688,9.489789760912326e-05,10,0.05461887875757111,1.0,0.5384615384615384,0.5,0.0,0.05714285714285714,0.02857142857142857,3
E,0.12820758026044077,0.0006961539281769955,35,0.25888173697255173,1.0,1.0,0.9166666666666666,0.8,0.0,0.17142857142857143,4
F,0.12820764791083922,0.0006951746769970661,35,0.25887421466359156,1.0,1.0,0.9166666666666666,0.9,0.34285714285714286,0.0,5
