models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1,score
1.0.5.0.0.1,0.0997227996661549,0.0017541655243875339,20,0.0,0.22727272727272727,0.3181818181818182,0.38095238095238093,0.29411764705882354,0.4666666666666667,1
1.0.5.0.1.1,0.40816277641588106,0.639460127401406,22,0.6,0.0,0.36363636363636365,0.38095238095238093,0.23529411764705882,0.3333333333333333,2
1.0.5.0.2.1,0.32653059144024105,0.4263568140184967,22,0.5,0.45454545454545453,0.0,0.3333333333333333,0.4117647058823529,0.6,4
1.0.5.0.3.1,0.09499997563795935,0.0006073459741602859,21,0.45,0.5,0.36363636363636365,0.0,0.4117647058823529,0.6,5
1.0.5.0.4.1,0.4687499945187187,0.5285781796073996,17,0.35,0.45454545454545453,0.13636363636363635,0.19047619047619047,0.0,0.8,3
1.0.5.0.5.1,0.408163290213945,0.414196919152325,15,0.05,0.22727272727272727,0.045454545454545456,0.0,0.058823529411764705,0.0,0
