models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.7948727308807045,0.002460792418608757,9,0.3085930493529997,0.0,0.4,0.2222222222222222,0.0,1
"1.6.9.0.4.1_(0.8, 0.2)",0.8974359465133134,0.00014646966708353648,5,0.05196324003625311,0.2222222222222222,0.0,0.2222222222222222,0.0,0
"1.6.9.0.4.2_(0.8, 0.1)",0.7948728585324808,0.002557630694250063,9,0.30640813773911085,0.6666666666666666,0.4,0.0,0.6666666666666666,3
"1.6.9.0.4.3_(0.7, 0.2)",0.7948726993759714,0.002485534797001145,9,0.3071184207895737,0.7777777777777778,0.8,0.2222222222222222,0.0,2
