Instance,1.6.6.0.4.0_0.05-mean,1.6.6.0.4.0_0.05-std,1.6.6.0.4.1_0.1-mean,1.6.6.0.4.1_0.1-std,1.6.6.0.4.2_0.15-mean,1.6.6.0.4.2_0.15-std,1.6.6.0.4.3_0.2-mean,1.6.6.0.4.3_0.2-std,1.6.6.0.4.4_0.3-mean,1.6.6.0.4.4_0.3-std,1.6.6.0.4.5_0.4-mean,1.6.6.0.4.5_0.4-std,1.6.6.0.4.6_0.5-mean,1.6.6.0.4.6_0.5-std
small_ga-dem1_r25_1_0,0.875,0.041,0.875,0.041,0.88,0.033,0.877,0.041,0.875,0.041,0.879,0.034,\textbf{0.868},0.049
small_ga-dem4_r25_1_40,0.906,0.037,0.906,0.037,\textbf{0.902},0.041,0.906,0.037,0.911,0.032,0.911,0.032,0.916,0.032
small_no-dem2_r25_1_40,0.905,0.035,0.905,0.035,0.905,0.035,\textbf{0.904},0.035,0.905,0.035,0.905,0.035,0.905,0.035
small_no-dem3_r25_1_0,0.882,0.026,0.882,0.026,0.882,0.026,0.882,0.026,0.882,0.026,0.882,0.026,\textbf{0.881},0.028
small_uu-dem4_r25_1_0,\textbf{0.909},0.034,0.909,0.034,0.909,0.034,0.909,0.034,0.909,0.034,0.91,0.031,0.91,0.031
