models,delta,spacing,onvg,hypervolume,c_1.6.9.0.0.1_0.5,c_1.6.9.0.1.1_0.6,c_1.6.9.0.2.1_0.7,c_1.6.9.0.3.1_0.8,c_1.6.9.0.4.1_0.9,c_1.6.9.0.5.1_1.0,score
1.6.9.0.0.1_0.5,0.5128230471990797,0.0007584051501363606,20,0.19961389853246195,0.0,0.6,0.7058823529411765,0.8666666666666667,0.5555555555555556,0.625,5
1.6.9.0.1.1_0.6,0.6630037019821023,7.8638309415107e-05,15,0.07190790540710251,0.3,0.0,0.47058823529411764,0.8,0.2222222222222222,0.75,4
1.6.9.0.2.1_0.7,0.6121795296875319,0.00014512137293249718,17,0.09149156287558322,0.25,0.2,0.0,0.8,0.4444444444444444,0.75,3
1.6.9.0.3.1_0.8,0.6410256732039566,9.08583767498399e-05,15,0.06656562037105054,0.05,0.13333333333333333,0.17647058823529413,0.0,0.2222222222222222,0.5,1
1.6.9.0.4.1_0.9,0.8205128294959102,0.33332899498201496,9,0.045046899998027023,0.1,0.2,0.17647058823529413,0.5333333333333333,0.0,0.625,2
1.6.9.0.5.1_1.0,0.8388278477560827,0.3535519676989823,8,0.033859158863137756,0.05,0.06666666666666667,0.11764705882352941,0.2,0.0,0.0,0
