models,delta,spacing,onvg,hypervolume,c_1.6.9.0.0.1_0.5,c_1.6.9.0.1.1_0.6,c_1.6.9.0.2.1_0.7,c_1.6.9.0.3.1_0.8,c_1.6.9.0.4.1_0.9,c_1.6.9.0.5.1_1.0,score
1.6.9.0.0.1_0.5,0.12820714187783372,0.0006957817064222294,35,0.25898442444221803,0.0,0.14285714285714285,0.02857142857142857,0.13333333333333333,0.16,0.43478260869565216,1
1.6.9.0.1.1_0.6,0.12820636239061714,0.0007023756983666866,35,0.2595948940237306,0.42857142857142855,0.0,0.11428571428571428,0.2,0.4,0.43478260869565216,4
1.6.9.0.2.1_0.7,0.12820754488850403,0.0006607593544585723,35,0.2586704094146244,0.5428571428571428,0.37142857142857144,0.0,0.36666666666666664,0.4,0.43478260869565216,5
1.6.9.0.3.1_0.8,0.2564103388182472,7.123517541045755e-05,30,0.12595370869246283,0.34285714285714286,0.17142857142857143,0.08571428571428572,0.0,0.4,0.43478260869565216,3
1.6.9.0.4.1_0.9,0.38461542625190037,1.4265274402792965e-05,25,0.09563465372004475,0.2,0.02857142857142857,0.0,0.06666666666666667,0.0,0.391304347826087,2
1.6.9.0.5.1_1.0,0.43589746802262164,1.1614571214681459e-05,23,0.08767082257122531,0.05714285714285714,0.0,0.0,0.03333333333333333,0.0,0.0,0
