models,delta,spacing,nds,c_1.2.5.0.0.0,c_1.2.5.0.0.1,c_1.2.5.0.0.2,c_1.2.5.0.0.3,score
1.2.5.0.0.0,5.891249887285399e-06,0.002284255523399628,9,0.0,0.3333333333333333,0.4444444444444444,0.375,0
1.2.5.0.0.1,4.278171536370445e-05,0.006328699466823458,9,0.5555555555555556,0.0,0.8888888888888888,0.5,3
1.2.5.0.0.2,0.6562428140556541,0.9985473264958886,9,0.4444444444444444,0.1111111111111111,0.0,0.5,1
1.2.5.0.0.3,5.90575556915139e-06,0.002273576048434346,8,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.0,1
