models,delta,spacing,onvg,hypervolume,c_1.6.1.0.0.1,c_1.6.1.0.1.1,c_1.6.1.0.2.1,c_1.6.1.0.3.1,c_1.6.1.0.4.1,c_1.6.1.0.5.1,score
1.6.1.0.0.1,0.7505828106462437,0.00026061469643663736,12,0.13074085673407423,0.0,0.9090909090909091,0.7,0.8888888888888888,0.6363636363636364,1.0,5
1.6.1.0.1.1,0.8051282320755022,0.0003300733179978288,11,0.1326898994977017,0.16666666666666666,0.0,0.4,0.8888888888888888,0.45454545454545453,1.0,3
1.6.1.0.2.1,0.829059866002245,1.5670184784651249,10,0.14474186779624254,0.25,0.45454545454545453,0.0,0.6666666666666666,0.6363636363636364,1.0,4
1.6.1.0.3.1,0.8141025682119235,0.4407906747914705,9,0.11539650208395763,0.08333333333333333,0.09090909090909091,0.0,0.0,0.2727272727272727,1.0,1
1.6.1.0.4.1,0.7897431689261,0.6028733250872989,11,0.2038373797135796,0.16666666666666666,0.2727272727272727,0.2,0.6666666666666666,0.0,1.0,2
1.6.1.0.5.1,0.7891738204799703,0.00030230819230090886,10,0.09692377634558481,0.0,0.0,0.0,0.0,0.0,0.0,0
