models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1
1.0.4.0.0.1,0.0,0.0,2,0.0,0.5,0.0,0.3333333333333333,0.0,0.0
1.0.4.0.1.1,0.0,0.0,2,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
1.0.4.0.2.1,3.2102719782489686e-07,0.00033695768454578104,3,1.0,1.0,0.0,0.3333333333333333,0.14285714285714285,0.0
1.0.4.0.3.1,6.473809098794803e-07,0.0008267343514935685,3,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
1.0.4.0.4.1,1.2813192321973568e-07,0.0003073864381114422,7,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.16666666666666666
1.0.4.0.5.1,4.957166594543594e-07,0.0006372463582943115,6,1.0,1.0,1.0,1.0,0.7142857142857143,0.0
