models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8338365264783649,0.01798641273613324,7,0.9126962442360159,4660.885925531387,0.0,0.0,0.0,0.0,0.0,0.0,0
Prufer,0.9917310712683789,0.002542749543296725,4,0.5285537820681094,587.0653808116913,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1
NetKeys,1.0,inf,1,0.6186712329651423,1500.185101032257,0.2857142857142857,1.0,0.0,0.6666666666666666,0.0,0.0,3
Prim,0.9880886074117157,0.000309285258480954,3,0.6217162570307677,289.6214418411255,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,2
Kruskal,0.991508249783349,5.591789068811147e-05,4,0.7442555948702524,478.8129060268402,0.42857142857142855,1.0,0.0,1.0,0.0,0.0,3
GPrim,0.952699242453445,0.004080858187498505,21,0.8014389974266996,712.0402865409851,0.5714285714285714,1.0,1.0,1.0,1.0,0.0,5
