models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7360346281417314,0.7642105342064012,0.3701518972384322,5.9,0.014914408217361846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5463505025671135,0.5180489483256355,0.06678524234642234,10.5,0.02452133400870929,0.9800000000000001,0.0,0.19546398046398045,0.1814069264069264,0.030000000000000006,0.02,1.4
C,0.429390345992649,0.4198830821161227,8.112945763868185e-05,12.1,0.024434338601707333,0.9800000000000001,0.5076767676767676,0.0,0.2803535353535353,0.04,0.039999999999999994,2.3
D,0.5824036268277478,0.48289478239174083,0.03341229678708476,10.9,0.023384402914685312,0.9833333333333334,0.5985858585858587,0.3391880341880342,0.0,0.075,0.04,2.4
E,6.633442565121942e-05,6.3624648551790015e-06,0.00045904072571469057,20.0,0.06294185967802123,1.0,0.8025757575757575,0.5178998778998779,0.6265512265512265,0.0,0.095,4.1
F,6.62792475409613e-05,6.377634867761309e-06,0.0004591078975854569,20.0,0.06294515501990902,1.0,0.8136868686868688,0.521868131868132,0.657077922077922,0.23500000000000001,0.0,4.7
