models,delta,spacing,nds,c_guided prim,c_guided prim2,c_kruskal,c_netkeys,c_prim,c_prufer,score
guided prim,0.39505608873048437,0.6312723064348302,10,0.0,0.625,1.0,1.0,0.6666666666666666,1.0,5
guided prim2,0.40816323410755334,0.46289822352381627,8,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,2
kruskal,0.0,0.0,2,0.0,0.125,0.0,0.14285714285714285,0.0,1.0,3
netkeys,0.9444444237052263,1.4636629434461312,7,0.0,0.0,0.0,0.0,0.0,1.0,1
prim,1.279999987982902,1.2110478067165913,6,0.0,0.375,0.0,1.0,0.0,1.0,3
prufer,inf,inf,1,0.0,0.0,0.0,0.0,0.0,0.0,0
