models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7543859887815454,0.11269366200414362,5.5,0.022680743861663084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5852419922590761,0.00010931148877042227,9.1,0.0352803460732265,1.0,0.0,0.34273809523809523,0.2020670995670996,0.0,0.005263157894736842,1.2
C,0.6205723475257722,0.07125509946261306,8.5,0.03512864149182074,1.0,0.4754761904761905,0.0,0.27541125541125544,0.020789473684210524,0.015555555555555555,1.9
D,0.6037595034976521,0.00017038669775372805,8.6,0.03499845146455619,1.0,0.618968253968254,0.5704761904761904,0.0,0.03631578947368421,0.04176470588235294,2.9
E,0.04675864875060619,0.0009171812619294308,19.2,0.12373985588395076,1.0,1.0,0.8677777777777778,0.8747186147186147,0.0,0.3983986928104575,4.7
F,0.047378683381950074,0.0008599973476930419,19.1,0.1197604579610815,1.0,0.9607142857142857,0.8902777777777778,0.8661038961038962,0.26555555555555554,0.0,4.2
