models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.04652534647743992,0.7841485146353558,0.02545393693005908,8,0.19387345707699905,0.0,0.0,0.0,0.0,0.0,0
B,0.03745267567841904,0.6977450689745989,0.03380926258551381,11,0.32254668605884446,0.875,0.0,0.0625,0.0,0.0,1
C,0.032863633560927176,0.5716163425882466,0.018991665502098184,16,0.39387887875952754,1.0,0.6363636363636364,0.0,0.3333333333333333,0.0,3
D,0.03134638867670242,0.6612054359843682,0.022637762948803347,12,0.35243671940187693,1.0,0.8181818181818182,0.1875,0.0,0.05,2
E,0.016971485180748504,0.6436471625774423,0.11756344711362111,20,0.8062158341563304,1.0,1.0,0.375,0.6666666666666666,0.0,4
