models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9043604411479546,0.05107504570426012,4,0.12179766145489203,0.0,0.0,0.0,0.0,0.0,0
B,0.8862802038257811,0.01315367003477144,9,0.1392283030199939,1.0,0.0,0.7777777777777778,0.0,0.0,2
C,0.875999227665287,0.007857088335828835,9,0.13669833450740843,1.0,0.2222222222222222,0.0,0.0,0.0,1
D,0.8453878737681378,0.017861908107533433,12,0.19626780833770277,1.0,0.8888888888888888,0.8888888888888888,0.0,0.0,3
E,0.932434448442986,0.1100167569572732,22,0.65499298420192,1.0,1.0,1.0,1.0,0.0,4
