models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7105263259542205,0.5478639574035944,5,0.016569100790296564,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5789474116181514,0.00013397245114234467,9,0.020486044560495825,1.0,0.0,0.15384615384615385,0.36363636363636365,0.15,0.1,2
C,0.36842110570428754,0.0001087120877479197,13,0.026753762846453442,1.0,0.4444444444444444,0.0,0.09090909090909091,0.05,0.1,3
D,0.47368426336415953,9.811430583142075e-05,11,0.024044283828792652,1.0,0.3333333333333333,0.07692307692307693,0.0,0.05,0.1,1
E,6.257557086940088e-06,0.00045914831591775787,20,0.06294872115419031,1.0,0.4444444444444444,0.38461538461538464,0.45454545454545453,0.0,0.2,4
F,6.367598258399519e-06,0.00045854715002667886,20,0.06291782274324442,1.0,0.3333333333333333,0.3076923076923077,0.36363636363636365,0.2,0.0,4
