models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8366600692682491,0.7368421439027937,9.909108025832632e-05,6,0.02021295595939564,0.0,0.0,0.0,0.0,0.0,0
B,1.0185774682543918,0.7368421808268876,7.405646609584348e-05,6,0.02189341077615106,1.0,0.0,0.25,0.25,0.0,1
C,1.1842719548462335,0.8421052987729354,0.0001784790549273393,4,0.014103754018636828,1.0,0.6666666666666666,0.0,0.5,0.0,2
D,1.1842719572221116,0.8421053000629827,0.0001024204747580069,4,0.012638886869391644,1.0,0.6666666666666666,0.5,0.0,0.0,2
E,0.37080994981065585,0.2631621194407535,0.0010359260965597241,15,0.10793979410280088,1.0,1.0,1.0,1.0,0.0,4
