models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.6062177890311151,0.6691729444004433,0.3536031016430093,8.0,0.01784093811128304,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5123475421008649,0.4736842518900557,9.132395849276528e-05,11.0,0.02287528141367244,1.0,0.0,0.25,0.0,0.05,1.0
C,0.7648529300612611,0.6315789720744235,9.034288387918311e-05,8.0,0.0160774229169715,1.0,0.4545454545454545,0.0,0.0,0.1,2.0
D,0.6020797378717451,0.4736842961522405,0.00041644428950347244,11.0,0.032168902599973015,1.0,1.0,0.875,0.0,0.2,3.0
E,0.00011895377253370313,6.539742406197561e-06,0.0004553136768995508,20.0,0.0628393641575698,1.0,0.8181818181818182,0.75,0.4545454545454545,0.0,4.0
