models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.04203120334543895,0.7736119856481115,0.028402713129417483,9,0.6552260618043838,17.0186505317688,0.0,0.0,0.1111111111111111,0.0,0.0,0
NetKeys,0.03731363984981414,0.7640667481612937,0.06585431371161363,11,0.7875093028571297,22.493900537490845,0.6666666666666666,0.0,0.4444444444444444,0.1111111111111111,0.0,2
Prim,0.04394613373098134,0.7687297534566847,0.027701172182496927,9,0.6968132281782865,17.68555450439453,0.7777777777777778,0.18181818181818182,0.0,0.1111111111111111,0.0,1
Kruskal,0.04259405391206725,0.7597155192657091,0.021848301716222127,9,0.7013276427489948,19.739959239959717,0.8888888888888888,0.36363636363636365,0.7777777777777778,0.0,0.0,3
GPrim,0.00011883394821918282,0.6019305454905374,0.09345916017271773,20,0.8259642190899124,24.540587902069092,0.8888888888888888,0.9090909090909091,0.7777777777777778,0.5555555555555556,0.0,4
