models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9616596368183999,0.019945295962793985,7,0.07761684317046139,0.0,0.0,0.0,0.0,0.0,0
B,0.9780973832347086,0.005124292058811803,7,0.08371661111387406,1.0,0.0,0.2222222222222222,0.23076923076923078,0.0,2
C,0.9586953676201151,0.0037984642581575813,9,0.0709691526202523,1.0,0.2857142857142857,0.0,0.46153846153846156,0.0,3
D,0.8922028854188575,0.014867860849800942,13,0.1884361475491711,1.0,0.0,0.1111111111111111,0.0,0.0,1
E,0.9462991530640544,0.06425483410405314,68,0.8048860678893877,1.0,1.0,1.0,1.0,0.0,4
