models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7924561681774616,0.4088657154863788,5.4,0.02476540778891264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.6253133941147467,0.00016935786537802745,8.4,0.035830005241129934,1.0,0.0,0.4454112554112554,0.41797619047619045,0.018907563025210086,0.02777777777777778,2.2
C,0.7094737547927499,0.03030569478073384,6.8,0.0293055436848289,1.0,0.27461399711399714,0.0,0.30071428571428566,0.022549019607843137,0.02781217750257998,1.5
D,0.721579020844566,0.03801216909211683,6.6,0.03138382606175593,1.0,0.3406493506493507,0.4369696969696969,0.0,0.041129785247432306,0.02777777777777778,2.2
E,0.16842594356097876,0.0009865323387439116,16.8,0.11453647995228333,1.0,0.9005519480519482,0.9047619047619048,0.8799999999999999,0.0,0.4303577571379428,4.6
F,0.10000515562619172,0.0009538380539504586,18.1,0.11947258302500263,1.0,0.8964285714285716,0.8738095238095237,0.9017857142857142,0.26914098972922507,0.0,4.3
