models,delta,spacing,onvg,hypervolume,c_1.6.2.0.0.1_0.5,c_1.6.2.0.1.1_0.6,c_1.6.2.0.2.1_0.7,c_1.6.2.0.3.1_0.8,c_1.6.2.0.4.1_0.9,c_1.6.2.0.5.1_1.0,score
1.6.2.0.0.1_0.5,0.8461539289288156,0.0006613083886152795,7,0.0945166194081287,0.0,0.5,0.0,0.5,0.0,0.0,2
1.6.2.0.1.1_0.6,0.9743588730681588,0.0,2,0.05333872315544405,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0
1.6.2.0.2.1_0.7,0.9743589832634516,0.0,2,0.009335465076593682,0.2857142857142857,1.0,0.0,0.0,0.5,0.0,2
1.6.2.0.3.1_0.8,0.9743588867578369,0.0,2,0.05201290614300351,0.2857142857142857,1.0,0.5,0.0,0.5,0.0,3
1.6.2.0.4.1_0.9,0.9743589822952061,0.0,2,0.01156845060604341,0.2857142857142857,1.0,0.5,0.0,0.0,0.0,2
1.6.2.0.5.1_1.0,0.9487179663694288,2.774536663927501e-06,3,0.014574997026752204,0.5714285714285714,0.5,0.5,0.0,0.5,0.0,4
