models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5174085488409279,0.04619066608694407,20.0,0.4062197861328015,0.0,0.6082462472168355,0.38218806820974005,0.4138999459432896,1.8
"1.6.9.0.4.1_(0.8, 0.2)",0.6406314782567973,0.00033462056100879475,15.1,0.15926966867693473,0.21318523678800969,0.0,0.1867529116909922,0.22606688289350832,0.1
"1.6.9.0.4.2_(0.8, 0.1)",0.522822051799898,0.0018301593735671814,19.7,0.40295921503500864,0.47880394526578407,0.6271855024060906,0.0,0.4643382967221976,2.0
"1.6.9.0.4.3_(0.7, 0.2)",0.5430361983118213,0.04676312528972443,19.0,0.3976805303271028,0.40419859032996736,0.5644338504632622,0.37596540370534176,0.0,2.1
