models,delta,spacing,nds,c_1.2.1.0.2.0,c_1.2.1.0.2.1,c_1.2.1.0.2.2,c_1.2.1.0.2.3,score
1.2.1.0.2.0,1.4444442872500771,0.4875795541392299,7,0.0,0.0,0.0,0.0,0
1.2.1.0.2.1,0.7199974605700907,0.8353981610308544,6,0.5714285714285714,0.0,0.45454545454545453,0.875,2
1.2.1.0.2.2,0.9000001791027101,0.9343492721165993,11,0.8571428571428571,0.6666666666666666,0.0,0.0,2
1.2.1.0.2.3,6.773332000038173e-08,0.00022077623005694667,8,0.7142857142857143,0.0,0.5454545454545454,0.0,2
