models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9621787304890816,0.007508062103526869,9.5,0.060561373371935755,648.6788014650344,0.0,0.03742424242424243,0.0,0.0,0.0,0.0
B,0.9765185890173254,0.014589873954736854,9.2,0.06623379610835041,1504.7226823091507,0.7475274725274725,0.0,0.41079365079365077,0.18571428571428572,0.0,1.8
C,0.9764456725839817,0.010354833561361071,5.6,0.04368713925510356,305.0588030099869,0.9365384615384617,0.17075258075258076,0.0,0.04285714285714286,0.0,1.5
D,0.9830229597006671,0.011855893828396292,3.4,0.0283003359679777,554.5678087472916,0.7868589743589745,0.6112087912087912,0.46539682539682536,0.0,0.0,2.7
E,0.943020097336773,0.0026450896593855884,23.6,0.09351222767387371,502.1584204912186,1.0,1.0,1.0,1.0,0.0,4.0
