models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9358342369346646,inf,4.3,0.6489605779708875,37.50944278240204,0.0,0.0,0.01666666666666666,0.0,0.0,0.0
NetKeys,0.9471028613932772,0.03426574263243219,4.3,0.7334955230583347,50.54341588020325,0.975,0.0,0.5523015873015873,0.41666666666666663,0.0,2.3
Prim,0.920659362381748,0.02412992057122227,6.2,0.7247202649303413,41.9386825799942,0.9607142857142857,0.195,0.0,0.175,0.0,1.5
Kruskal,0.940322103281414,0.014853231617270733,3.2,0.740686855252538,46.49957699775696,0.9099999999999999,0.3066666666666667,0.3435714285714285,0.0,0.0,2.0
GPrim,0.9467346244239154,0.09292973691214994,9.1,0.8854208549305354,73.63233926296235,1.0,1.0,1.0,1.0,0.0,4.0
