models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5897452351910726,0.001946288690171166,17,0.38046332944473416,0.0,0.6923076923076923,0.7058823529411765,0.6842105263157895,3
"1.6.9.0.4.1_(0.8, 0.2)",0.6923078326798104,0.00013668535405205804,13,0.11361835162689485,0.11764705882352941,0.0,0.4117647058823529,0.21052631578947367,1
"1.6.9.0.4.2_(0.8, 0.1)",0.5897451368959263,0.001953677640490398,17,0.38057015159688284,0.23529411764705882,0.23076923076923078,0.0,0.3157894736842105,0
"1.6.9.0.4.3_(0.7, 0.2)",0.5384628262504532,0.0018639626473135305,19,0.39651397794914234,0.11764705882352941,0.3076923076923077,0.5294117647058824,0.0,2
