models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.764199924581684,0.11121677427776092,5.6,1.3162979661935406,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5473393553092686,0.17869562124880498,10.2,2.006472051476669,1.0,0.0,0.3761111111111111,0.16456876456876457,0.05052631578947368,1.4
C,0.5756607994804326,0.058662698881548826,9.2,0.5700732965622745,1.0,0.4476923076923077,0.0,0.1686091686091686,0.05052631578947368,1.8
D,0.5204992404083344,0.19787993663385434,11.0,5.296837227770525,1.0,0.7581196581196581,0.57,0.0,0.13210526315789473,2.8
E,0.2536608529830735,0.38130288659081313,19.8,22.569965829290027,1.0,0.8755555555555554,0.6788888888888888,0.5815073815073815,0.0,4.0
