models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.036960560064025046,0.8060861183019081,0.01786708178781242,8,0.7210865454880048,27.497063636779785,0.0,0.0,0.0,0.0,0.25,0.0,0
NetKeys,0.02854200408042898,0.771482642975358,0.034504161778397116,10,0.7666677860411378,34.189602851867676,0.875,0.0,0.2857142857142857,0.2222222222222222,0.625,0.1,2
Prim,0.03972840895628487,0.8358487745116553,0.01899142472394223,7,0.678860098644852,19.8754243850708,0.875,0.4,0.0,0.1111111111111111,0.5,0.0,3
Kruskal,0.032582195397945275,0.7787539988299624,0.00919676896020482,9,0.7245478897873238,30.34019422531128,1.0,0.5,0.5714285714285714,0.0,0.5,0.1,4
HMOEA,0.0378514200849654,0.7912692548812886,0.023607896352805316,8,0.8429619090493943,38.17659401893616,0.375,0.1,0.0,0.1111111111111111,0.0,0.05,1
GPrim,0.00015826914111569205,0.5371445927162727,0.04963778470336191,20,0.8841723448608677,27.160842180252075,1.0,0.8,0.7142857142857143,0.6666666666666666,0.75,0.0,5
