models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7795726084309985,0.5170513572448929,5.0,-0.7358224525318331,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5459206827527499,0.178948608989529,10.2,0.07717476861692915,1.0,0.0,0.15515873015873013,0.19454545454545452,0.021111111111111112,1.2
C,0.7107915015356757,0.3149800103086171,7.2,-0.3939623828589237,1.0,0.45939393939393947,0.0,0.32207070707070706,0.0,2.4
D,0.5960627392909783,0.2677576462738923,9.2,0.9543244927305615,1.0,0.6154545454545455,0.35317460317460314,0.0,0.01111111111111111,2.4
E,0.3677500263529971,0.3954796096064641,17.4,22.390043628217843,1.0,0.9195959595959596,0.8805555555555555,0.9055555555555556,0.0,4.0
