models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7
1.0.4.0.4.0,8.55429645607586e-07,0.0008092756818706397,6,0.0,0.25,0.0,0.5714285714285714,0.0,0.375,0.0,0.3333333333333333
1.0.4.0.4.1,0.489795873611311,0.00039271472920226547,8,0.6666666666666666,0.0,0.0,0.5714285714285714,0.0,0.375,0.0,0.3333333333333333
1.0.4.0.4.2,3.385647717735196e-08,0.0001529431075087031,4,0.6666666666666666,0.5,0.0,0.7142857142857143,0.3333333333333333,0.625,0.0,0.3333333333333333
1.0.4.0.4.3,1.6858800370537588e-07,0.0003740417185246207,7,0.3333333333333333,0.375,0.0,0.0,0.0,0.375,0.0,0.16666666666666666
1.0.4.0.4.4,9.012199626567963e-08,0.00027426336450844037,6,0.8333333333333334,0.75,0.5,0.8571428571428571,0.0,0.625,0.16666666666666666,0.5
1.0.4.0.4.5,0.24489791562996452,0.00042852949549481144,8,0.0,0.375,0.0,0.42857142857142855,0.0,0.0,0.0,0.0
1.0.4.0.4.6,0.6399999482023364,0.0003739595200624918,6,1.0,0.875,0.75,0.8571428571428571,0.6666666666666666,0.625,0.0,0.5
1.0.4.0.4.7,2.850436304324688e-07,0.0005315434925718741,6,0.3333333333333333,0.5,0.5,0.7142857142857143,0.3333333333333333,1.0,0.3333333333333333,0.0
