models,delta,spacing,onvg,hypervolume,c_1.6.1.0.0.1,c_1.6.1.0.1.1,c_1.6.1.0.2.1,c_1.6.1.0.3.1,c_1.6.1.0.4.1,c_1.6.1.0.5.1,score
1.6.1.0.0.1,0.6630036850148708,4.1429351661740613e-05,15,0.0633913246588025,0.0,0.15384615384615385,0.16666666666666666,0.45454545454545453,0.6,0.9166666666666666,3
1.6.1.0.1.1,0.7136752297642561,0.00015961518855190965,13,0.06432794359517381,0.6,0.0,0.3333333333333333,0.6363636363636364,0.9,1.0,4
1.6.1.0.2.1,0.776223791849864,0.2886916941005893,12,0.06855314027945017,0.6666666666666666,0.38461538461538464,0.0,0.6363636363636364,0.8,1.0,5
1.6.1.0.3.1,0.774358990437225,0.3014969614027145,11,0.055227032887973246,0.3333333333333333,0.23076923076923078,0.25,0.0,0.6,1.0,2
1.6.1.0.4.1,0.7948718097872384,0.4216856185772084,10,0.051376597936932875,0.26666666666666666,0.15384615384615385,0.08333333333333333,0.18181818181818182,0.0,0.9166666666666666,1
1.6.1.0.5.1,0.7505827646706922,0.0001075693185733045,12,0.05978741198749016,0.0,0.0,0.0,0.0,0.0,0.0,0
