models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9360110242479063,0.014292290005389277,8.9,0.09446193568065761,138.8537725687027,0.0,0.0,0.014285714285714285,0.0,0.0,0.0
B,0.9747851166473627,0.020860364892862773,5.6,0.06446459274407908,145.33769652843475,0.9191666666666667,0.0,0.604642857142857,0.1375,0.0,2.0
C,0.9665643316965188,0.019301448968877966,5.9,0.06778185018053115,113.32770848274231,0.9325757575757578,0.15388888888888888,0.0,0.08095238095238096,0.0,1.4
D,0.9673758300003763,0.020245281114042935,6.7,0.08046463492497019,145.25283844470977,0.7808658008658009,0.4949206349206349,0.5005952380952381,0.0,0.0,2.6
E,1.0861182333337491,0.10590009633838877,23.8,0.564933031072357,185.0368397951126,1.0,1.0,1.0,1.0,0.0,4.0
